source_id,journal,doi,oa_url,downloaded
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019618000020,https://lirias.kuleuven.be/bitstream/123456789/630591/2/Drawing%20Positive%20Lessons%20From%20the%20Presence.pdf,unavailable
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019615000097,https://pure.uva.nl/ws/files/2336027/163962_443713.pdf,yes
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019611100012,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4C9A03555A5FB6B4FCFD47C92A04EB32/S1574019611100012a.pdf/div-class-title-thinking-about-elections-and-about-democratic-representation-div.pdf,yes
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019609000017,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/980B023FF687FE9E038C83DE32A5F94A/S1574019609000017a.pdf/div-class-title-editorial-a-glimpse-of-eu-government-div.pdf,
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019609003411,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6006CAAFC63239F817BB2CE87DDA99B2/S1574019609003411a.pdf/div-class-title-on-the-span-class-italic-lissabon-urteil-span-democracy-and-a-democratic-paradox-div.pdf,
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019619000051,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4ECD807BC6A4C65C55F1B1A78E9EB198/S1574019619000051a.pdf/div-class-title-the-perils-of-defending-the-rule-of-law-through-dialogue-div.pdf,
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019608003957,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CF1FBE2DEE21A557737F8B07944E628C/S1574019608003957a.pdf/div-class-title-the-law-of-laws-overcoming-pluralism-div.pdf,
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019615000309,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/33BB881FB6936F34AEA95D2A1EED00DC/S1574019615000309a.pdf/div-class-title-ecl-volume-11-issue-2-cover-and-front-matter-div.pdf,
S127320246,European Constitutional Law Review,https://doi.org/10.1017/s1574019615000395,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/82F36B5F40C368240B5E5D97B0D9F37E/S1574019615000395a.pdf/div-class-title-ecl-volume-11-issue-3-cover-and-front-matter-div.pdf,
S127459061,Common Market Law Review,https://doi.org/10.54648/cola2013036,https://cris.maastrichtuniversity.nl/files/142819982/Smits-2013-PARTY_CHOICE_AND_THE_COMMON.pdf,unavailable
S127459061,Common Market Law Review,https://doi.org/10.54648/cola1971013,https://kluwerlawonline.com/api/Product/CitationPDFURL?file=Journals\COLA\COLA1971013.pdf,yes
S127459061,Common Market Law Review,https://doi.org/10.1023/a:1015833415224,https://kluwerlawonline.com/api/Product/CitationPDFURL?file=Journals\COLA\5092851.pdf,yes
S127459061,Common Market Law Review,https://doi.org/10.54648/cola2013030,https://kluwerlawonline.com/api/Product/CitationPDFURL?file=Journals\COLA\COLA2013030.pdf,
S127459061,Common Market Law Review,https://doi.org/10.54648/cola2014154,https://kluwerlawonline.com/api/Product/CitationPDFURL?file=Journals\COLA\COLA2014154.pdf,
S127459061,Common Market Law Review,https://doi.org/10.54648/cola2015143,https://repository.ubn.ru.nl/bitstream/handle/2066/303037/1/303037.pdf,
S127459061,Common Market Law Review,https://doi.org/10.54648/cola2015132,https://lirias.kuleuven.be/bitstream/123456789/516875/1/Colaert_Veerle_European_Banking_securities_and_insurance_law_2015_Common_Market_Law_Review_p1579-1616.pdf,
S127459061,Common Market Law Review,https://doi.org/10.54648/cola2015028,https://iris.unito.it/bitstream/2318/1523466/1/CMLR_Offprint.pdf,
S127459061,Common Market Law Review,https://doi.org/10.54648/cola2013032,https://kluwerlawonline.com/api/Product/CitationPDFURL?file=Journals\COLA\COLA2013032.pdf,
S127459061,Common Market Law Review,https://doi.org/10.54648/cola2013158,https://kluwerlawonline.com/api/Product/CitationPDFURL?file=Journals\COLA\COLA2013158.pdf,
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2015.1956,https://publicatio.bibl.u-szeged.hu/21514/1/GamblingandviolenceinHungary.pdf,unavailable
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2013.1726,https://irep.ntu.ac.uk/id/eprint/2852/1/PubSub3122_Griffiths.pdf,yes
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2016.2064,http://irep.ntu.ac.uk/id/eprint/28589/1/PubSub6190_Griffiths.pdf,yes
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2017.2134,http://irep.ntu.ac.uk/id/eprint/30517/1/8306_Griffiths.pdf,
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2016.2084,https://nsuworks.nova.edu/cgi/viewcontent.cgi?article=1469&context=law_facarticles,
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2014.1914,https://europepmc.org/articles/pmc5012365?pdf=render,
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2013.1784,https://irep.ntu.ac.uk/id/eprint/13980/1/PubSub3118_Griffiths.pdf,
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2015.1934,https://openaccess.city.ac.uk/id/eprint/21395/1/GLRE%20Online%20Penny%20Auctions%202014%20draft.pdf,
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2016.2047,https://www.liebertpub.com/doi/pdf/10.1089/glre.2016.2047,
S127778378,Gaming Law Review and Economics,https://doi.org/10.1089/glre.2016.2055,https://www.liebertpub.com/doi/pdf/10.1089/glre.2016.2055,
S136177435,Sydney law review,https://doi.org/10.30722/slr.19653,https://openjournals.library.sydney.edu.au/SLR/article/download/19653/16600,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2010.157,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/157/157,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2008.98,http://lawreview.law.pitt.edu/ojs/index.php/lawreview/article/download/98/98,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2015.331,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/331/286,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2006.59,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/59/59,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2013.259,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/259/214,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2013.237,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/237/206,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2011.169,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/169/169,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2004.47,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/47/47,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2005.64,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/64/64,
S153126227,University of Pittsburgh Law Review,https://doi.org/10.5195/lawreview.2009.130,http://lawreview.law.pitt.edu/ojs/lawreview/article/download/130/130,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2016.19.2.279,https://online.ucpress.edu/nclr/article-pdf/19/2/279/207319/nclr_2016_19_2_279.pdf,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2014.17.4.587,https://openresearch.surrey.ac.uk/view/delivery/44SUR_INST/12139097900002346/13140445400002346,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2010.13.2.427,https://online.ucpress.edu/nclr/article-pdf/13/2/427/308938/nclr_2010_13_2_427.pdf,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2007.10.3.441,https://online.ucpress.edu/nclr/article-pdf/10/3/441/548657/nclr_2007_10_3_441.pdf,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2013.16.1.1,https://online.ucpress.edu/nclr/article-pdf/16/1/1/308203/nclr_2013_16_1_1.pdf,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2010.13.1.119,https://online.ucpress.edu/nclr/article-pdf/13/1/119/570168/nclr_2010_13_1_119.pdf,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2014.17.1.1,https://online.ucpress.edu/nclr/article-pdf/17/1/1/207157/nclr_2014_17_1_1.pdf,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2009.12.4.513,https://online.ucpress.edu/nclr/article-pdf/12/4/513/570142/nclr_2009_12_4_513.pdf,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2011.14.3.486,https://online.ucpress.edu/nclr/article-pdf/14/3/486/308166/nclr_2011_14_3_486.pdf,
S158181119,New Criminal Law Review,https://doi.org/10.1525/nclr.2013.16.2.241,https://online.ucpress.edu/nclr/article-pdf/16/2/241/207143/nclr_2013_16_2_241.pdf,
S161743634,Stanford Law Review,https://doi.org/10.2307/1229619,https://scholarship.law.upenn.edu/context/faculty_scholarship/article/2217/viewcontent/re54StanfordLR1217_2002_.pdf,
S161743634,Stanford Law Review,https://doi.org/10.2307/1226106,http://hdl.handle.net/2027/mdp.39015067326879,
S161743634,Stanford Law Review,https://doi.org/10.2307/1229064,https://scholar.smu.edu/cgi/viewcontent.cgi?article=1089&context=law_faculty,
S161743634,Stanford Law Review,https://doi.org/10.2307/1229325,https://digitalcommons.law.yale.edu/cgi/viewcontent.cgi?article=2258&context=fss_papers,
S161743634,Stanford Law Review,https://doi.org/10.2307/1229191,https://scholarspace.manoa.hawaii.edu/bitstreams/1771ad33-6eb2-4e10-a5ec-f1baa394a8e4/download,
S161743634,Stanford Law Review,https://doi.org/10.2307/1228706,https://chicagounbound.uchicago.edu/cgi/viewcontent.cgi?article=2424&context=journal_articles,
S161743634,Stanford Law Review,https://doi.org/10.2307/1229546,https://scholarship.law.gwu.edu/cgi/viewcontent.cgi?article=2077&context=faculty_publications,
S161743634,Stanford Law Review,https://doi.org/10.2307/1226101,http://hdl.handle.net/2027/mdp.39015067326887,
S161743634,Stanford Law Review,https://doi.org/10.2307/1229432,https://repository.law.umich.edu/context/articles/article/1160/viewcontent/52StanLRev873.pdf,
S161743634,Stanford Law Review,https://doi.org/10.2307/1229398,https://ir.vanderbilt.edu/bitstream/1803/5858/1/Apprendi_and_Plea_Bargaining.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fww025,https://cronfa.swan.ac.uk/Record/cronfa29693/Download/0029693-11042018154019.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fwy030,https://ueaeprints.uea.ac.uk/id/eprint/68106/1/Accepted_manuscript.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fwac043,https://opus.bibliothek.uni-augsburg.de/opus4/files/99304/99304.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fwp026,https://pure.manchester.ac.uk/ws/files/23930074/POST-PEER-REVIEW-NON-PUBLISHERS.DOCX,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fwv025,http://irep.ntu.ac.uk/id/eprint/29213/1/Pubsub6642_O%27Neill.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/9.1.1,https://academic.oup.com/medlaw/article-pdf/9/1/1/2963517/090001.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fww007,https://academic.oup.com/medlaw/article-pdf/24/2/176/7199280/fww007.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fww038,https://academic.oup.com/medlaw/article-pdf/24/4/571/10020528/fww038.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fwv031,http://eprints.whiterose.ac.uk/98820/13/Med%20Law%20Rev%20FINAL_Access%20of%20single%20women%20to%20fertility%20treatment_FINAL.pdf,
S167467917,Medical Law Review,https://doi.org/10.1093/medlaw/fwl027,https://nottingham-repository.worktribe.com/preview/1017190/R_%28B%29_v_Haddock_Casenote._edit_3.pdf,
S172107878,California Law Review,https://doi.org/10.2307/3481062,https://lawcat.berkeley.edu:443/record/1115991/files/fulltext.pdf,yes
S172107878,California Law Review,https://doi.org/10.2307/3480214,https://lawcat.berkeley.edu:443/record/1111737/files/fulltext.pdf,yes
S172107878,California Law Review,https://doi.org/10.2307/3473605,http://hdl.handle.net/2027/mdp.39015022627577,
S172107878,California Law Review,https://doi.org/10.2307/3478660,https://lawcat.berkeley.edu:443/record/1109690/files/fulltext.pdf,
S172107878,California Law Review,https://doi.org/10.2307/3481048,https://lawcat.berkeley.edu:443/record/1116796/files/fulltext.pdf,
S172107878,California Law Review,https://doi.org/10.2307/3479718,https://lawcat.berkeley.edu:443/record/1110272/files/fulltext.pdf,
S172107878,California Law Review,https://doi.org/10.2307/3477624,https://lawcat.berkeley.edu:443/record/1109091/files/fulltext.pdf,
S172107878,California Law Review,https://doi.org/10.2307/3481081,https://lawcat.berkeley.edu:443/record/1115996/files/fulltext.pdf,
S172107878,California Law Review,https://doi.org/10.2307/3475950,https://lawcat.berkeley.edu:443/record/1108871/files/fulltext.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-018-9212-3,https://link.springer.com/content/pdf/10.1007/s10991-018-9212-3.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-012-9120-x,https://link.springer.com/content/pdf/10.1007/s10991-012-9120-x.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-020-09273-w,https://link.springer.com/content/pdf/10.1007/s10991-020-09273-w.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-016-9188-9,https://link.springer.com/content/pdf/10.1007%2Fs10991-016-9188-9.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-022-09310-w,https://link.springer.com/content/pdf/10.1007/s10991-022-09310-w.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-023-09345-7,https://link.springer.com/content/pdf/10.1007/s10991-023-09345-7.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-016-9187-x,https://link.springer.com/content/pdf/10.1007%2Fs10991-016-9187-x.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-019-09222-2,https://link.springer.com/content/pdf/10.1007/s10991-019-09222-2.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-018-9211-4,https://link.springer.com/content/pdf/10.1007/s10991-018-9211-4.pdf,
S173564668,Liverpool Law Review,https://doi.org/10.1007/s10991-014-9149-0,https://link.springer.com/content/pdf/10.1007/s10991-014-9149-0.pdf,
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.2002.5.2.509,https://online.ucpress.edu/nclr/article-pdf/5/2/509/570695/nclr_2002_5_2_509.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.2005.8.2.503,https://online.ucpress.edu/nclr/article-pdf/8/2/503/570781/nclr_2005_8_2_503.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.1999.3.1.3,https://online.ucpress.edu/nclr/article-pdf/3/1/3/570553/nclr_1999_3_1_3.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.2004.7.2.513,https://online.ucpress.edu/nclr/article-pdf/7/2/513/638620/nclr_2004_7_2_513.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.2000.3.2.585,https://online.ucpress.edu/nclr/article-pdf/3/2/585/570594/nclr_2000_3_2_585.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.2002.5.2.405,https://online.ucpress.edu/nclr/article-pdf/5/2/405/570705/nclr_2002_5_2_405.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.2005.8.2.731,https://online.ucpress.edu/nclr/article-pdf/8/2/731/570797/nclr_2005_8_2_731.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.2003.7.1.109,https://online.ucpress.edu/nclr/article-pdf/7/1/109/207634/nclr_2003_7_1_109.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.1999.3.1.33,https://online.ucpress.edu/nclr/article-pdf/3/1/33/207538/nclr_1999_3_1_33.pdf,unavailable
S176536853,Buffalo Criminal Law Review,https://doi.org/10.1525/nclr.2004.8.1.221,https://online.ucpress.edu/nclr/article-pdf/8/1/221/565966/nclr_2004_8_1_221.pdf,unavailable
S181618396,Israel Law Review,https://doi.org/10.1017/s0021223700013145,https://digitalcommons.nyls.edu/cgi/viewcontent.cgi?article=2090&context=fac_articles_chapters,
